WCL ISE DATASET,,,,,,,,,,,,,,,,,,,,,,,,
Sol,30 ,,,,,,,,,,,,,,,,,,,,,,,
WCL Cell ,0,,,,,,,,,,,,,,,,,,,,,,,
Water Release,898866468.5629,,,,,,,,,,,,,,,,,,,,,,,
Drawer Open,898868112.9506,898869883.2373,898873507.0236,898874252.1384,,,,,,,,,,,,,,,,,,,,
Drawer Close,898868292.2481,898870064.2368,898873872.4162,898874478.0133,,,,,,,,,,,,,,,,,,,,
Regent Release,898870317.4352,,,,,,,,,,,,,,,,,,,,,,,
Time(s),Cl Ref,Vmon,CO2,Cl,I,Ir pH,Cl Ref,Cl Ref,Cl Ref,Li (A),Br,Ba,NH4,NO3,Mg,Ca,DO Ref,K,Li (B),Na,pH1,pH2,Cl Ref,Cl Ref
898882214.0644,-368.3997,-502.902,-510.958,-343.3932,-407.8412,-394.9516,-332.9444,-360.3417,-372.4287,-632.6036,-339.3652,-542.3764,-673.6892,-557.6828,-564.9332,-588.2956,-325.7446,-667.2444,-630.1868,-617.2972,-627.77,2050.85,-320.8573,-332.9444
898882216.2004,-328.1096,-503.7076,-506.93,-339.3652,-409.4524,-394.9516,-357.1185,-362.7591,-375.6519,-630.9924,-340.9764,-542.3764,-671.2724,-557.6828,-564.9332,-585.0732,-320.91,-667.2444,-626.9644,-617.2972,-630.1868,2050.85,-324.0806,-326.498
898882217.1517,-336.9734,-502.0964,-508.5412,-342.5876,-410.258,-396.5628,-343.4198,-352.2837,-357.9243,-633.4092,-340.1708,-539.9596,-672.078,-553.6548,-566.5444,-584.2676,-325.7446,-668.05,-628.5756,-615.686,-630.1868,2050.85,-332.9444,-327.3038
898882219.2657,-336.9734,-499.6796,-510.958,-340.1708,-411.0636,-394.146,-339.3908,-370.8171,-358.7301,-633.4092,-343.3932,-538.3484,-675.3004,-556.0716,-565.7388,-585.0732,-323.3273,-669.6612,-622.9364,-616.4916,-629.3812,2050.85,-345.8372,-324.0806
898882220.1914,-328.1096,-502.0964,-510.1524,-339.3652,-409.4524,-396.5628,-353.0895,-362.7591,-362.7591,-633.4092,-340.1708,-540.7652,-669.6612,-553.6548,-568.1556,-584.2676,-325.7446,-667.2444,-626.9644,-615.686,-630.1868,2050.85,-336.9734,-327.3038
898882222.3355,-351.4779,-499.6796,-510.958,-340.1708,-407.8412,-394.9516,-357.9243,-355.5069,-368.3997,-629.3812,-339.3652,-539.154,-673.6892,-552.0436,-568.9612,-585.0732,-320.91,-668.8556,-624.5476,-618.1028,-626.1588,2050.85,-321.6632,-324.0806
898882223.3134,-316.8283,-502.0964,-506.93,-339.3652,-409.4524,-394.9516,-342.614,-359.5359,-362.7591,-630.1868,-340.9764,-540.7652,-671.2724,-555.266,-564.9332,-584.2676,-325.7446,-665.6332,-626.9644,-614.0748,-626.9644,2050.85,-325.6922,-316.8283
898882225.4009,-349.8662,-499.6796,-510.958,-340.1708,-411.0636,-394.146,-351.4779,-368.3997,-358.7301,-635.0204,-345.0044,-539.154,-673.6892,-552.0436,-565.7388,-585.0732,-320.91,-668.8556,-624.5476,-613.2692,-629.3812,2050.85,-313.6051,-333.7502
898882226.3411,-334.556,-502.0964,-510.1524,-339.3652,-410.258,-396.5628,-347.4488,-359.5359,-364.3707,-633.4092,-340.1708,-540.7652,-671.2724,-555.266,-568.1556,-584.2676,-325.7446,-667.2444,-628.5756,-615.686,-630.1868,2050.85,-319.2457,-328.1096
898882228.4658,-311.1877,-501.2908,-508.5412,-339.3652,-410.258,-396.5628,-349.8662,-361.1475,-362.7591,-633.4092,-343.3932,-543.182,-675.3004,-556.0716,-565.7388,-585.8788,-321.7158,-669.6612,-626.1588,-616.4916,-629.3812,2050.85,-338.585,-324.0806
898882229.3932,-342.614,-503.7076,-512.5692,-341.782,-409.4524,-394.9516,-349.0604,-372.4287,-364.3707,-630.9924,-340.9764,-540.7652,-671.2724,-557.6828,-570.5724,-588.2956,-325.7446,-667.2444,-626.9644,-614.0748,-630.1868,2050.85,-333.7502,-329.7212
898882231.5302,-345.8372,-500.4852,-510.958,-340.1708,-407.8412,-394.9516,-352.2837,-366.7881,-379.6809,-629.3812,-339.3652,-539.154,-673.6892,-552.0436,-564.1276,-588.2956,-327.3561,-668.8556,-624.5476,-618.1028,-626.1588,2050.85,-327.3038,-326.498
898882232.4866,-343.4198,-499.6796,-510.958,-340.1708,-407.8412,-392.5348,-357.9243,-358.7301,-368.3997,-629.3812,-339.3652,-539.154,-672.078,-551.238,-568.9612,-585.0732,-324.1331,-668.8556,-624.5476,-613.2692,-629.3812,2050.85,-313.6051,-339.3908
898882234.6007,-327.3038,-502.0964,-506.93,-339.3652,-409.4524,-396.5628,-353.0895,-362.7591,-351.4779,-630.1868,-340.9764,-540.7652,-671.2724,-555.266,-564.9332,-588.2956,-324.1331,-667.2444,-626.9644,-614.0748,-630.1868,2050.85,-317.6341,-328.1096
898882235.5905,-347.4488,-501.2908,-508.5412,-339.3652,-410.258,-396.5628,-341.0024,-362.7591,-367.5939,-633.4092,-343.3932,-540.7652,-669.6612,-553.6548,-568.1556,-584.2676,-323.3273,-667.2444,-628.5756,-615.686,-630.1868,2050.85,-307.1587,-330.527
898882237.6659,-345.8372,-503.7076,-506.93,-343.3932,-409.4524,-394.9516,-345.8372,-361.9533,-359.5359,-630.9924,-339.3652,-539.154,-673.6892,-556.0716,-564.9332,-588.2956,-320.91,-668.8556,-626.9644,-617.2972,-626.1588,2050.85,-327.3038,-329.7212
898882238.6036,-333.7502,-499.6796,-508.5412,-340.9764,-407.0356,-394.146,-359.5359,-362.7591,-371.6229,-633.4092,-343.3932,-539.9596,-672.078,-553.6548,-566.5444,-584.2676,-326.5504,-668.05,-626.9644,-615.686,-630.1868,2050.85,-325.6922,-333.7502
898882240.7304,-353.0895,-502.0964,-508.5412,-339.3652,-410.258,-396.5628,-353.0895,-370.8171,-369.2055,-633.4092,-343.3932,-539.9596,-669.6612,-553.6548,-566.5444,-584.2676,-325.7446,-668.05,-628.5756,-615.686,-630.1868,2050.85,-320.0515,-328.1096
898882241.6653,-359.5359,-501.2908,-508.5412,-340.9764,-411.8692,-394.146,-349.8662,-369.2055,-370.8171,-633.4092,-343.3932,-543.182,-675.3004,-553.6548,-566.5444,-584.2676,-323.3273,-668.05,-628.5756,-615.686,-630.1868,2050.85,-320.0515,-336.9734
898882243.7999,-358.7301,-504.5132,-512.5692,-343.3932,-411.0636,-394.9516,-355.5069,-360.3417,-363.5649,-632.6036,-342.5876,-542.3764,-673.6892,-552.0436,-564.9332,-588.2956,-324.1331,-665.6332,-626.9644,-617.2972,-627.77,2050.85,-333.7502,-339.3908
898882244.7914,-341.0024,-503.7076,-506.93,-339.3652,-409.4524,-394.9516,-347.4488,-362.7591,-359.5359,-630.1868,-340.9764,-540.7652,-671.2724,-555.266,-570.5724,-589.9068,-326.5504,-667.2444,-626.9644,-614.0748,-626.9644,2050.85,-336.9734,-332.9444
898882246.8914,-310.3819,-502.0964,-508.5412,-339.3652,-409.4524,-394.9516,-355.5069,-356.3127,-364.3707,-630.1868,-340.1708,-539.9596,-671.2724,-555.266,-564.9332,-584.2676,-325.7446,-667.2444,-623.742,-614.0748,-626.9644,2050.85,-320.0515,-320.8573
898882247.8632,-333.7502,-500.4852,-510.958,-340.1708,-407.8412,-392.5348,-367.5939,-367.5939,-368.3997,-629.3812,-339.3652,-544.7932,-672.078,-552.0436,-568.9612,-585.0732,-327.3561,-668.8556,-624.5476,-613.2692,-629.3812,2050.85,-328.1096,-339.3908
898882249.9303,-336.1676,-502.0964,-510.1524,-342.5876,-410.258,-396.5628,-361.9533,-364.3707,-382.0984,-636.6316,-343.3932,-540.7652,-671.2724,-555.266,-568.1556,-589.9068,-325.7446,-667.2444,-626.9644,-615.686,-630.1868,2050.85,-332.1386,-342.614
898882250.8664,-363.5649,-501.2908,-514.1804,-346.6156,-410.258,-397.3684,-340.1966,-362.7591,-388.5448,-636.6316,-343.3932,-543.182,-675.3004,-555.266,-568.1556,-587.49,-326.5504,-668.05,-628.5756,-615.686,-630.1868,2050.85,-332.9444,-327.3038
898882253.013,-345.8372,-502.0964,-514.1804,-342.5876,-410.258,-397.3684,-329.7212,-356.3127,-378.0693,-636.6316,-340.9764,-540.7652,-671.2724,-555.266,-568.1556,-584.2676,-324.1331,-667.2444,-630.1868,-617.2972,-630.1868,2050.85,-345.0314,-333.7502
898882253.964,-349.8662,-500.4852,-517.4028,-343.3932,-411.8692,-398.9796,-343.4198,-352.2837,-374.8461,-635.0204,-345.0044,-543.182,-675.3004,-559.294,-568.9612,-585.8788,-323.3273,-669.6612,-629.3812,-616.4916,-633.4092,2050.85,-342.614,-333.7502
898882256.0661,-346.643,-502.0964,-514.986,-346.6156,-410.258,-399.7852,-353.0895,-359.5359,-369.2055,-636.6316,-343.3932,-546.4044,-675.3004,-559.294,-568.1556,-587.49,-323.3273,-673.6892,-629.3812,-616.4916,-633.4092,2050.85,-345.0314,-336.9734
898882256.9968,-353.8953,-501.2908,-514.986,-347.4212,-413.4804,-400.5908,-359.5359,-359.5359,-378.0693,-636.6316,-343.3932,-543.182,-675.3004,-555.266,-568.1556,-590.7124,-325.7446,-668.05,-630.1868,-620.5196,-630.1868,2050.85,-351.4779,-340.1966
898882259.1298,-359.5359,-504.5132,-512.5692,-343.3932,-411.0636,-398.174,-338.585,-366.7881,-366.7881,-635.0204,-345.81,-544.7932,-675.3004,-559.294,-572.1836,-588.2956,-321.7158,-669.6612,-626.1588,-616.4916,-633.4092,2050.85,-334.556,-341.8082
898882260.067,-352.2837,-503.7076,-513.3748,-345.0044,-410.258,-396.5628,-342.614,-360.3417,-372.4287,-630.9924,-347.4212,-542.3764,-674.4948,-558.4884,-570.5724,-588.2956,-325.7446,-672.078,-630.1868,-617.2972,-630.9924,2050.85,-333.7502,-336.1676
898882262.2062,-346.643,-499.6796,-514.1804,-343.3932,-411.8692,-398.9796,-346.643,-367.5939,-378.0693,-635.0204,-345.0044,-546.4044,-675.3004,-559.294,-569.7668,-591.518,-320.1043,-671.2724,-629.3812,-616.4916,-633.4092,2050.85,-341.0024,-338.585
898882263.1661,-377.2635,-503.7076,-513.3748,-345.0044,-410.258,-396.5628,-352.2837,-356.3127,-378.8751,-630.9924,-346.6156,-542.3764,-674.4948,-558.4884,-570.5724,-589.9068,-324.1331,-672.078,-630.1868,-618.1028,-630.9924,2050.85,-338.585,-336.1676
898882265.2636,-361.9533,-501.2908,-514.1804,-346.6156,-413.4804,-400.5908,-341.0024,-356.3127,-378.0693,-636.6316,-345.0044,-543.182,-676.106,-555.266,-568.1556,-587.49,-325.7446,-668.05,-630.1868,-620.5196,-630.1868,2050.85,-338.585,-337.7792
898882266.1909,-345.0314,-500.4852,-517.4028,-343.3932,-411.0636,-395.7572,-349.0604,-358.7301,-379.6809,-635.826,-346.6156,-545.5988,-678.5228,-560.9052,-570.5724,-588.2956,-327.3561,-672.078,-630.1868,-618.1028,-629.3812,2050.85,-333.7502,-341.8082
898882268.3275,-339.3908,-503.7076,-513.3748,-345.0044,-414.286,-396.5628,-342.614,-365.1765,-379.6809,-635.826,-347.4212,-545.5988,-674.4948,-557.6828,-570.5724,-588.2956,-324.1331,-668.8556,-630.1868,-618.1028,-629.3812,2050.85,-349.8662,-341.0024
898882269.265,-357.9243,-502.902,-513.3748,-345.0044,-414.286,-396.5628,-357.9243,-361.9533,-378.8751,-632.6036,-347.4212,-545.5988,-674.4948,-560.9052,-572.1836,-588.2956,-327.3561,-669.6612,-627.77,-618.1028,-629.3812,2050.85,-349.8662,-352.2837
898882271.3908,-346.643,-499.6796,-514.1804,-343.3932,-411.0636,-398.9796,-325.6922,-358.7301,-384.5158,-635.826,-345.0044,-544.7932,-675.3004,-559.294,-572.1836,-588.2956,-321.7158,-669.6612,-626.1588,-616.4916,-629.3812,2050.85,-340.1966,-351.4779
898882272.3401,-362.7591,-502.902,-513.3748,-345.0044,-414.286,-396.5628,-326.498,-360.3417,-385.3216,-632.6036,-348.2268,-545.5988,-674.4948,-559.294,-572.1836,-588.2956,-328.1619,-669.6612,-627.77,-619.714,-629.3812,2050.85,-340.1966,-336.1676
898882274.4631,-353.8953,-499.6796,-514.1804,-344.1988,-411.8692,-398.9796,-346.643,-351.4779,-381.2926,-635.0204,-345.0044,-546.4044,-675.3004,-559.294,-568.1556,-587.49,-326.5504,-668.05,-629.3812,-616.4916,-633.4092,2050.85,-355.5069,-346.643
898882275.3905,-365.1765,-499.6796,-514.1804,-343.3932,-411.8692,-398.9796,-327.3038,-365.9823,-384.5158,-638.2428,-345.0044,-533.5148,-675.3004,-559.294,-569.7668,-587.49,-329.7734,-671.2724,-629.3812,-616.4916,-633.4092,2050.85,-358.7301,-338.585
898882277.5248,-361.9533,-501.2908,-514.986,-346.6156,-413.4804,-400.5908,-359.5359,-362.7591,-383.71,-636.6316,-343.3932,-527.8756,-676.106,-558.4884,-568.1556,-589.9068,-326.5504,-668.05,-630.1868,-620.5196,-633.4092,2050.85,-357.9243,-340.1966
898882278.4654,-370.8171,-502.902,-513.3748,-345.0044,-414.286,-396.5628,-332.9444,-360.3417,-378.8751,-632.6036,-347.4212,-529.4868,-674.4948,-558.4884,-570.5724,-589.9068,-327.3561,-668.8556,-630.1868,-618.1028,-629.3812,2050.85,-349.8662,-339.3908
898882280.5998,-359.5359,-501.2908,-514.986,-347.4212,-413.4804,-399.7852,-349.8662,-357.9243,-384.5158,-639.854,-345.0044,-527.07,-675.3004,-559.294,-569.7668,-591.518,-328.1619,-671.2724,-629.3812,-616.4916,-633.4092,2050.85,-367.5939,-346.643
898882281.5903,-360.3417,-502.0964,-516.5972,-349.0324,-410.258,-397.3684,-334.556,-353.0895,-382.0984,-636.6316,-346.6156,-527.8756,-674.4948,-558.4884,-571.378,-589.9068,-325.7446,-672.078,-630.1868,-620.5196,-636.6316,2050.85,-349.8662,-347.4488
898882283.6656,-360.3417,-502.0964,-514.986,-347.4212,-413.4804,-403.0076,-327.3038,-359.5359,-382.0984,-639.854,-345.0044,-527.07,-675.3004,-560.0996,-569.7668,-592.3236,-326.5504,-668.05,-631.798,-616.4916,-633.4092,2050.85,-362.7591,-341.0024
898882284.6034,-378.0693,-503.7076,-513.3748,-345.0044,-414.286,-401.3964,-345.0314,-361.9533,-385.3216,-637.4372,-349.0324,-529.4868,-680.134,-562.5164,-573.7948,-589.9068,-330.5792,-675.3004,-630.1868,-618.1028,-632.6036,2050.85,-353.0895,-345.8372
898882286.7305,-372.4287,-500.4852,-514.986,-347.4212,-413.4804,-400.5908,-327.3038,-369.2055,-384.5158,-636.6316,-345.0044,-546.4044,-675.3004,-560.0996,-568.1556,-592.3236,-326.5504,-671.2724,-629.3812,-616.4916,-633.4092,2050.85,-358.7301,-346.643
898882287.6633,-353.8953,-500.4852,-514.986,-347.4212,-413.4804,-400.5908,-334.556,-362.7591,-377.2635,-639.854,-345.81,-546.4044,-676.106,-560.0996,-571.378,-593.9348,-332.9965,-668.05,-631.798,-616.4916,-633.4092,2050.85,-351.4779,-349.8662
898882289.8001,-362.7591,-504.5132,-513.3748,-345.0044,-414.286,-396.5628,-336.9734,-355.5069,-386.1274,-635.826,-348.2268,-545.5988,-678.5228,-562.5164,-572.1836,-591.518,-328.1619,-669.6612,-627.77,-619.714,-635.826,2050.85,-333.7502,-345.0314
898882290.7649,-372.4287,-499.6796,-514.1804,-346.6156,-411.8692,-400.5908,-330.527,-365.9823,-371.6229,-639.854,-345.81,-546.4044,-678.5228,-559.294,-572.1836,-591.518,-329.7734,-671.2724,-629.3812,-616.4916,-633.4092,2050.85,-355.5069,-346.643
898882292.8662,-353.0895,-499.6796,-514.1804,-347.4212,-413.4804,-400.5908,-346.643,-351.4779,-383.71,-639.854,-345.0044,-546.4044,-676.106,-560.0996,-569.7668,-592.3236,-326.5504,-668.05,-629.3812,-616.4916,-630.1868,2050.85,-339.3908,-340.1966
898882293.7932,-364.3707,-503.7076,-519.8196,-345.81,-414.286,-397.3684,-368.3997,-365.1765,-369.2055,-632.6036,-347.4212,-545.5988,-674.4948,-558.4884,-570.5724,-589.9068,-330.5792,-672.078,-630.1868,-618.1028,-632.6036,2050.85,-346.643,-342.614
898882295.9301,-358.7301,-502.902,-513.3748,-345.0044,-414.286,-401.3964,-349.0604,-362.7591,-385.3216,-632.6036,-347.4212,-542.3764,-674.4948,-558.4884,-570.5724,-588.2956,-327.3561,-668.8556,-630.1868,-618.1028,-630.9924,2050.85,-353.0895,-345.8372
898882296.863,-362.7591,-504.5132,-519.014,-345.81,-414.286,-397.3684,-358.7301,-371.6229,-365.1765,-635.826,-347.4212,-544.7932,-674.4948,-560.9052,-572.1836,-589.9068,-330.5792,-669.6612,-630.9924,-619.714,-632.6036,2050.85,-337.7792,-349.8662
898882299.013,-321.6632,-499.6796,-514.1804,-346.6156,-411.8692,-400.5908,-359.5359,-352.2837,-378.0693,-636.6316,-345.0044,-543.182,-675.3004,-559.294,-568.1556,-587.49,-326.5504,-673.6892,-628.5756,-615.686,-633.4092,2050.85,-319.2457,-343.4198
898882299.9402,-349.8662,-500.4852,-514.1804,-343.3932,-411.8692,-398.9796,-369.2055,-367.5939,-368.3997,-635.0204,-345.0044,-546.4044,-675.3004,-559.294,-572.1836,-591.518,-328.1619,-671.2724,-629.3812,-616.4916,-633.4092,2050.85,-336.1676,-349.8662
898882302.0674,-340.1966,-501.2908,-514.1804,-347.4212,-411.8692,-400.5908,-365.1765,-364.3707,-367.5939,-636.6316,-345.0044,-546.4044,-675.3004,-558.4884,-568.1556,-590.7124,-326.5504,-668.05,-630.1868,-620.5196,-633.4092,2050.85,-345.0314,-336.9734
898882302.9936,-360.3417,-501.2908,-514.986,-346.6156,-413.4804,-399.7852,-359.5359,-372.4287,-377.2635,-636.6316,-343.3932,-546.4044,-675.3004,-560.0996,-568.1556,-590.7124,-326.5504,-668.05,-631.798,-616.4916,-633.4092,2050.85,-332.1386,-333.7502
898882305.1301,-358.7301,-502.0964,-516.5972,-348.2268,-410.258,-396.5628,-341.0024,-359.5359,-372.4287,-636.6316,-344.1988,-543.9876,-674.4948,-558.4884,-571.378,-590.7124,-325.7446,-672.078,-630.1868,-617.2972,-630.9924,2050.85,-336.9734,-336.1676
898882306.066,-368.3997,-502.0964,-514.986,-347.4212,-413.4804,-399.7852,-334.556,-359.5359,-385.3216,-636.6316,-346.6156,-546.4044,-674.4948,-558.4884,-571.378,-589.9068,-326.5504,-672.078,-630.1868,-620.5196,-630.1868,2050.85,-345.0314,-343.4198
898882308.2008,-346.643,-499.6796,-514.1804,-346.6156,-411.8692,-400.5908,-349.8662,-365.9823,-378.0693,-636.6316,-345.0044,-546.4044,-675.3004,-559.294,-569.7668,-592.3236,-326.5504,-671.2724,-629.3812,-616.4916,-633.4092,2050.85,-345.8372,-336.9734
898882309.1653,-357.9243,-502.902,-513.3748,-345.0044,-414.286,-397.3684,-349.8662,-358.7301,-386.1274,-635.826,-348.2268,-545.5988,-674.4948,-562.5164,-572.1836,-591.518,-330.5792,-669.6612,-626.1588,-619.714,-629.3812,2050.85,-359.5359,-336.1676
898882311.266,-366.7881,-501.2908,-514.986,-347.4212,-413.4804,-399.7852,-341.0024,-364.3707,-377.2635,-636.6316,-344.1988,-546.4044,-676.106,-556.8772,-568.1556,-590.7124,-326.5504,-668.05,-630.1868,-620.5196,-633.4092,2050.85,-349.8662,-333.7502
898882312.2315,-372.4287,-501.2908,-514.986,-347.4212,-413.4804,-400.5908,-327.3038,-369.2055,-377.2635,-636.6316,-345.0044,-546.4044,-675.3004,-560.0996,-568.1556,-587.49,-326.5504,-673.6892,-629.3812,-616.4916,-633.4092,2050.85,-345.0314,-346.643
898882314.3307,-364.3707,-502.902,-513.3748,-345.0044,-411.0636,-396.5628,-325.6922,-366.7881,-378.8751,-635.826,-349.0324,-545.5988,-673.6892,-562.5164,-572.1836,-591.518,-327.3561,-669.6612,-629.3812,-619.714,-635.0204,2050.85,-333.7502,-341.8082
898882315.2651,-375.6519,-499.6796,-517.4028,-346.6156,-411.8692,-398.9796,-336.9734,-364.3707,-368.3997,-635.826,-345.81,-549.6268,-675.3004,-559.294,-572.1836,-592.3236,-328.1619,-671.2724,-629.3812,-616.4916,-635.0204,2050.85,-336.1676,-339.3908
898882317.3986,-337.7792,-501.2908,-514.986,-347.4212,-413.4804,-400.5908,-372.4287,-362.7591,-370.8171,-636.6316,-345.0044,-546.4044,-675.3004,-560.0996,-568.1556,-587.49,-326.5504,-673.6892,-633.4092,-615.686,-633.4092,2050.85,-352.2837,-339.3908
898882318.3657,-370.8171,-500.4852,-513.3748,-345.0044,-411.0636,-398.174,-332.1386,-366.7881,-387.739,-635.826,-349.0324,-545.5988,-678.5228,-562.5164,-572.1836,-591.518,-330.5792,-668.8556,-630.1868,-618.1028,-629.3812,2050.85,-359.5359,-345.8372
898882320.4907,-341.0024,-500.4852,-514.986,-347.4212,-411.8692,-400.5908,-360.3417,-356.3127,-390.1564,-639.854,-345.0044,-546.4044,-676.106,-560.0996,-568.1556,-590.7124,-332.1907,-668.05,-631.798,-620.5196,-633.4092,2050.85,-332.9444,-343.4198
898882321.4574,-370.8171,-502.902,-519.014,-345.81,-414.286,-397.3684,-367.5939,-361.9533,-385.3216,-635.826,-349.0324,-545.5988,-678.5228,-562.5164,-575.406,-594.7404,-327.3561,-668.8556,-630.9924,-618.1028,-632.6036,2050.85,-337.7792,-352.2837
898882323.53,-368.3997,-501.2908,-514.986,-347.4212,-413.4804,-400.5908,-328.1096,-369.2055,-388.5448,-636.6316,-344.1988,-546.4044,-676.106,-558.4884,-571.378,-590.7124,-325.7446,-672.078,-630.1868,-620.5196,-630.1868,2050.85,-351.4779,-359.5359
898882324.467,-346.643,-500.4852,-517.4028,-345.0044,-411.0636,-398.174,-349.8662,-361.9533,-387.739,-635.826,-348.2268,-548.0156,-678.5228,-562.5164,-572.1836,-591.518,-328.1619,-669.6612,-629.3812,-616.4916,-635.0204,2050.85,-341.0024,-332.1386
898882326.6051,-332.9444,-499.6796,-514.1804,-346.6156,-411.8692,-400.5908,-360.3417,-362.7591,-378.0693,-636.6316,-345.0044,-546.4044,-675.3004,-560.0996,-568.1556,-593.9348,-326.5504,-668.05,-630.1868,-620.5196,-636.6316,2050.85,-358.7301,-338.585
898882327.5905,-360.3417,-501.2908,-514.986,-347.4212,-413.4804,-400.5908,-334.556,-369.2055,-382.0984,-636.6316,-345.0044,-546.4044,-675.3004,-560.0996,-571.378,-590.7124,-326.5504,-668.05,-633.4092,-620.5196,-633.4092,2050.85,-351.4779,-349.8662
898882329.6651,-369.2055,-502.902,-513.3748,-345.81,-414.286,-396.5628,-338.585,-361.9533,-385.3216,-635.826,-347.4212,-236.2484,-674.4948,-562.5164,-570.5724,-589.9068,-324.1331,-672.078,-630.1868,-618.1028,-632.6036,2050.85,-340.1966,-342.614
898882330.6029,-352.2837,-504.5132,-513.3748,-345.0044,-414.286,-397.3684,-339.3908,-353.8953,-378.8751,-635.826,-347.4212,-274.9172,-678.5228,-562.5164,-572.1836,-589.9068,-330.5792,-669.6612,-627.77,-619.714,-629.3812,2050.85,-346.643,-332.9444
898882332.7301,-355.5069,-501.2908,-514.986,-347.4212,-413.4804,-399.7852,-349.0604,-369.2055,-385.3216,-636.6316,-346.6156,-275.7228,-674.4948,-558.4884,-571.378,-590.7124,-325.7446,-672.078,-630.1868,-617.2972,-633.4092,2050.85,-370.8171,-346.643
898882333.6656,-370.8171,-502.902,-519.014,-345.81,-414.286,-397.3684,-338.585,-363.5649,-372.4287,-637.4372,-347.4212,-274.9172,-674.4948,-562.5164,-570.5724,-589.9068,-330.5792,-672.078,-630.1868,-618.1028,-629.3812,2050.85,-330.527,-345.8372
898882335.7911,-353.0895,-504.5132,-517.4028,-346.6156,-411.8692,-398.9796,-343.4198,-357.9243,-381.2926,-638.2428,-345.0044,-275.7228,-678.5228,-562.5164,-572.1836,-591.518,-328.1619,-671.2724,-629.3812,-616.4916,-633.4092,2050.85,-355.5069,-336.9734
898882336.7306,-368.3997,-501.2908,-520.6252,-347.4212,-411.8692,-400.5908,-327.3038,-362.7591,-383.71,-636.6316,-345.0044,-275.7228,-678.5228,-560.0996,-568.1556,-592.3236,-329.7734,-671.2724,-629.3812,-620.5196,-636.6316,2050.85,-345.8372,-343.4198
898882338.8644,-361.9533,-502.0964,-516.5972,-349.0324,-410.258,-401.3964,-344.2256,-359.5359,-388.5448,-636.6316,-345.0044,-276.5284,-676.106,-561.7108,-571.378,-590.7124,-325.7446,-672.078,-630.1868,-620.5196,-636.6316,2050.85,-345.0314,-340.1966
898882339.7915,-375.6519,-499.6796,-520.6252,-349.838,-411.8692,-398.9796,-338.585,-378.0693,-387.739,-635.826,-349.838,-278.9452,-678.5228,-559.294,-572.1836,-592.3236,-329.7734,-671.2724,-629.3812,-616.4916,-633.4092,2050.85,-355.5069,-346.643
898882341.9289,-347.4488,-499.6796,-517.4028,-346.6156,-411.8692,-400.5908,-363.5649,-352.2837,-383.71,-636.6316,-345.0044,-546.4044,-675.3004,-560.0996,-571.378,-593.9348,-326.5504,-674.4948,-633.4092,-620.5196,-636.6316,2050.85,-332.9444,-333.7502
898882342.8659,-370.0113,-501.2908,-514.986,-347.4212,-413.4804,-400.5908,-334.556,-359.5359,-377.2635,-636.6316,-349.838,-546.4044,-676.106,-558.4884,-571.378,-590.7124,-332.1907,-668.05,-633.4092,-620.5196,-633.4092,2050.85,-338.585,-349.8662
898882344.9907,-349.0604,-503.7076,-516.5972,-345.81,-410.258,-396.5628,-342.614,-362.7591,-378.8751,-636.6316,-346.6156,-542.3764,-674.4948,-558.4884,-570.5724,-590.7124,-330.5792,-672.078,-630.1868,-617.2972,-630.9924,2050.85,-364.3707,-345.8372
898882345.9301,-369.2055,-499.6796,-517.4028,-345.0044,-411.8692,-398.9796,-349.8662,-364.3707,-374.8461,-635.0204,-345.81,-546.4044,-675.3004,-562.5164,-572.1836,-591.518,-331.385,-671.2724,-629.3812,-616.4916,-635.0204,2050.85,-341.0024,-336.9734
898882348.114,-345.8372,-498.874,-514.986,-347.4212,-411.8692,-399.7852,-334.556,-362.7591,-383.71,-636.6316,-345.0044,-546.4044,-675.3004,-558.4884,-568.1556,-590.7124,-326.5504,-668.05,-630.1868,-620.5196,-633.4092,2050.85,-352.2837,-349.8662
898882349.0637,-355.5069,-502.0964,-516.5972,-349.0324,-413.4804,-403.0076,-347.4488,-362.7591,-385.3216,-636.6316,-349.838,-547.21,-676.106,-558.4884,-571.378,-590.7124,-332.1907,-668.05,-630.1868,-617.2972,-630.9924,2050.85,-369.2055,-336.9734
898882351.1998,-377.2635,-503.7076,-516.5972,-349.0324,-415.8972,-403.0076,-336.1676,-359.5359,-385.3216,-637.4372,-347.4212,-545.5988,-674.4948,-558.4884,-570.5724,-589.9068,-330.5792,-672.078,-630.1868,-618.1028,-632.6036,2050.85,-359.5359,-355.5069
898882352.1526,-349.8662,-502.902,-513.3748,-345.81,-414.286,-396.5628,-364.3707,-366.7881,-378.8751,-635.826,-349.0324,-545.5988,-674.4948,-562.5164,-570.5724,-591.518,-333.8022,-672.078,-630.1868,-618.1028,-629.3812,2050.85,-339.3908,-345.8372
898882354.2633,-359.5359,-500.4852,-517.4028,-345.0044,-411.0636,-398.174,-336.9734,-355.5069,-381.2926,-635.826,-349.838,-549.6268,-678.5228,-562.5164,-572.1836,-591.518,-328.1619,-671.2724,-629.3812,-616.4916,-635.0204,2050.85,-365.1765,-338.585
898882355.1894,-378.0693,-503.7076,-513.3748,-345.0044,-414.286,-397.3684,-338.585,-361.9533,-381.2926,-635.826,-349.0324,-545.5988,-676.9116,-559.294,-572.1836,-591.518,-327.3561,-669.6612,-630.9924,-618.1028,-632.6036,2050.85,-353.0895,-332.9444
